title,plot
Mulholland Falls (1996),"Mulholland Falls. This film is about the adventures of a 1940's special anti-gangster police squad in Los Angeles, the infamous 'Hat Squad.' The four members of this squad are big, tough, no-nonsense cops who don't hesitate to break the law, if it suits their purposes. When a local woman is murdered, their investigation turns up the fact that she had been romantically linked to several prominent men and had secret films taken of her liaisons. Since one of those men is the powerful U.S. Army General at the head of the then-new Atomic Energy Commission and another is the (married) leader of the Hat Squad, complications ensue. The FBI even gets involved in an attempted cover-up."
"Arrival, The (1996)","Arrival, The. "
"Phantom, The (1996)","Phantom, The. "
Daylight (1996),Daylight. Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.
Escape from L.A. (1996),"Escape from L.A.. The year is 2013 and Snake Plissken is back but this time it's L.A., which through the agency of earthquakes has become an island of the damned. But something has gone wrong in this new moral order, because the President's daughter has absconded to L.A. with a detonation device, and Snake is commandeered to retrieve it. But just below the surface there is a coiled Snake ready to strike."
Last Man Standing (1996),"Last Man Standing. John Smith is an amoral gunslinger in the days of Prohibition. On the lam from his latest (unspecified) exploits, he happens upon the town of Jericho, Texas. Actually, calling Jericho a town would be too generous--it has become more like a ghost town, since two warring gangs have 'driven off all the decent folk.' Smith sees this as an opportunity to play both sides off against each other, earning himself a nice piece of change as a hired gun. Despite his strictly avowed mercenary intentions, he finds himself risking his life for his, albeit skewed, sense of honor...."
That Thing You Do! (1996),"That Thing You Do!. A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager."
Looking for Richard (1996),"Looking for Richard. Director Al Pacino juxtaposes scenes from Richard III, scenes of rehearsals for Richard III, and sessions where parties involved discuss the play, the times that shaped the play, and the events that happened at the time the play is set. Interviews with mostly British actors are also included, attempting to explain why American actors have more problems performing Shakespearean plays than they do."
Days of Thunder (1990),"Days of Thunder. Cole Trickle enters the high-pressure world of Nascar racing. He's a hot driver with a hot temper, and this attitude gets him into trouble not only with other drivers, but members of his own team as well."
Diva (1981),"Diva. A young opera-loving mailman, Jules, becomes inadvertently entangled in murder, when a young woman fleeing two mob hit men drops an incriminating cassette into his mailbag. Jules has just recently recorded opera star Cynthia Hawkins' latest concert, something of a coup as Hawkins refuses to make recordings of any kind. Soon Jules finds himself the target of the hit men, who want the voice recording, and also of another couple of ominous and mysterious agents."
My Fellow Americans (1996),"My Fellow Americans. Kramer and Douglas, two former presidents from opposite ends of the political spectrum, become reluctant allies when they become the target of a conspirator in President Haney's administration. The two ex-presidents realize they have an enemy within the government and set out to find evidence that will clear their names. The search takes them across the Southern Appalachians; along the way they meet a homeless couple, thwart kidnapers in the parking lot of a fast-food restaurant, and find themselves marching in a gay pride parade."
Michael (1996),"Michael. Frank Quinlan and Huey Driscoll, two reporters from a Chicago-based tabloid, along with Dorothy Winters, an 'angel expert', are asked to travel to rural Iowa to investigate a claim from an old woman that she shares her house with a real, live archangel named Michael. Upon arrival, they see that her claims are true - but Michael is not what they expected: he smokes, drinks beer, has a very active libido and has a rather colourful vocabulary. In fact, they would never believe it were it not for the two feathery wings protruding from his back. Michael agrees to travel to Chicago with the threesome, but what they don't realise is that the journey they are about to undertake will change their lives forever."
Vegas Vacation (1997),"Vegas Vacation. When Clark Griswold puts his mind to something, we soon realize he hasn't got one. Still, nothing stops him when the vacation bug hits. This time, he's chosen Las Vegas, the new family entertainment capital of America! Chevy Chase returns as bubbly, bumbling Clark in Vegas Vacation, a jokers-are-wild laugh fest including two other stars from past Vacations. Beverly D'Angelo is back as wife Ellen, doting on the guy she calls ""Sparky,"" and Randy Quaid again delights as grubby goof ball Cousin Eddie. Ethan Embry (That Thing You Do!) and screen-debuting Marisol Nichols are Griswold teens who love the round-the-clock nightlife - as long as they don't share it with Mom and Dad! From Seigfried and Roy's extravaganza to a Hoover Dam tour, from cruising to losing (Wallace Shawn as a shifty blackjack dealer) to amorous crooning (Wayne Newton falls for Ellen): watch Clark try to keep family and wallet together!"
Picture Perfect (1997),"Picture Perfect. Kate is working on a career at Mercer Advertising but is passed up for promotion because she's 'not stable enough', still being single and having no ties to the company. A story is made up about her being engaged to Nick, a guy whom she just met at a friend's wedding, and all seems to work out well for Kate. She even gets the attention of a colleague she had always wanted, but events soon take a dramatic turn, forcing her to 'present' her alleged fiance to her boss."
She's So Lovely (1997),"She's So Lovely. Maureen is pregnant and her husband Eddie is missing. Nervous, Maureen shares a couple of drinks with neighbor Kiefer, who tries to rape her and then beats her. When Eddie returns and finds..."
Excess Baggage (1997),"Excess Baggage. Emily has always been the rich brat who tries to pull every imaginable stunt to get attention. But one day, as she fakes her own kidnapping and locks herself in the trunk of a car, a thief steals the car, with her inside. She is attracted by his reckless lifestyle and the situation makes her kidnapping the more real and frightening for her father."
